LOEPENR	PARADIGME_ID	BOY_NUMMER	BOY_GRUPPE	BOY_UTTRYKK
3402	431	2	verb, s-verb	e%%es
3403	431	3	verb, s-verb	e%tes
3404	431	4	verb, s-verb	u%%es
3405	431	5	verb, s-verb	e%%es
3406	432	1	verb, s-verb	takes
3407	432	2	verb, s-verb	takes
3408	432	3	verb, s-verb	tokes
3409	432	4	verb, s-verb	takes
3410	432	5	verb, s-verb	takes
3411	433	1	verb, s-verb	takes
3412	433	2	verb, s-verb	takes
3413	433	3	verb, s-verb	toks
3414	433	4	verb, s-verb	takes
3415	433	5	verb, s-verb	takes
3416	434	1	verb, s-verb	sees
3417	434	2	verb, s-verb	sees
3418	434	3	verb, s-verb	såes
3419	434	4	verb, s-verb	settes
3420	434	5	verb, s-verb	sees
3421	435	1	verb, s-verb	ses
3422	435	2	verb, s-verb	ses
3423	435	3	verb, s-verb	sås
3424	435	4	verb, s-verb	settes
3425	435	5	verb, s-verb	ses
3426	436	1	verb, s-verb	sees
3427	436	2	verb, s-verb	sees
3428	436	3	verb, s-verb	såes
3429	436	4	verb, s-verb	sees
3430	436	5	verb, s-verb	sees
3431	437	1	verb, s-verb	sees
3432	437	2	verb, s-verb	sees
3433	437	3	verb, s-verb	såes
3434	437	4	verb, s-verb	ses
3435	437	5	verb, s-verb	sees
3436	438	1	verb, s-verb	ses
3437	438	2	verb, s-verb	ses
3438	438	3	verb, s-verb	sås
3439	438	4	verb, s-verb	sees
3440	438	5	verb, s-verb	ses
3441	439	1	verb, s-verb	ses
3442	439	2	verb, s-verb	ses
3443	439	3	verb, s-verb	sås
3444	439	4	verb, s-verb	ses
3445	439	5	verb, s-verb	ses
3446	440	1	verb, s-verb	idest
3447	440	2	verb, s-verb	idest
3448	440	3	verb, s-verb	iddest
3449	440	4	verb, s-verb	iddest
3450	440	5	verb, s-verb	idest
3451	441	1	verb, s-verb	idest
3452	441	2	verb, s-verb	ist
3453	441	3	verb, s-verb	iddest
3454	441	4	verb, s-verb	iddest
3455	441	5	verb, s-verb	idest
3456	442	1	verb, s-verb	dras
3457	442	2	verb, s-verb	dras
3458	442	3	verb, s-verb	dros
3459	442	4	verb, s-verb	dras
3460	442	5	verb, s-verb	dras
3461	443	1	verb, s-verb	dras
3462	443	2	verb, s-verb	dras
3463	443	3	verb, s-verb	drogs
3464	443	4	verb, s-verb	dras
3465	443	5	verb, s-verb	dras
3466	450	1	pronomen, normal	jeg
3467	450	2	pronomen, normal	meg
3468	451	1	pronomen, normal	du
3469	451	2	pronomen, normal	deg
3470	452	1	pronomen, normal	han
3471	452	2	pronomen, normal	ham
3472	453	1	pronomen, normal	hun
3473	453	2	pronomen, normal	henne
3474	454	1	pronomen, normal	ho
3475	454	2	pronomen, normal	ho
3476	455	1	pronomen, enkel	
3477	456	1	pronomen, normal	vi
3478	456	2	pronomen, normal	oss
3479	457	1	pronomen, normal	dere
3480	457	2	pronomen, normal	dere
3481	458	1	pronomen, normal	de
3482	458	2	pronomen, normal	dem
3483	459	1	pronomen, normal	-
3484	459	2	pronomen, normal	
3485	45A	1	pronomen, normal	I
3486	45A	2	pronomen, normal	eder
3487	45B	1	pronomen, normal	I
3488	45B	2	pronomen, normal	Eder
3489	45C	1	pronomen, enkel	
3490	45D	1	pronomen, normal	
3491	45D	2	pronomen, normal	
3492	45E	1	pronomen, enkel	
3493	460	1	pronomen, enkel	
3494	461	1	pronomen, normal	De
3495	461	2	pronomen, normal	Dem
3496	462	1	pronomen, normal	han
3497	462	2	pronomen, normal	han
3498	463	1	pronomen, enkel	
3499	464	1	pronomen, enkel	
3500	465	1	pronomen, enkel	
3501	466	1	pronomen, enkel	
3502	467	1	pronomen, enkel	
3503	468	1	pronomen, enkel	
3504	469	1	pronomen, enkel	
3505	470	1	determinativ	min
3506	470	2	determinativ	mi
3507	470	3	determinativ	mitt
3508	470	4	determinativ	mine
3509	472	1	determinativ	din
3510	472	2	determinativ	di
3511	472	3	determinativ	ditt
3512	472	4	determinativ	dine
3513	474	1	determinativ	sin
3514	474	2	determinativ	si
3515	474	3	determinativ	sitt
3516	474	4	determinativ	sine
3517	477	1	determinativ	vår
3518	477	2	determinativ	vår
3519	477	3	determinativ	vårt
3520	477	4	determinativ	våre
3521	478	1	determinativ	+in
3522	478	2	determinativ	+i
3523	478	3	determinativ	+int
3524	478	4	determinativ	+ine
3525	479	1	determinativ	+in
3526	479	2	determinativ	+i
3527	479	3	determinativ	+itt
3528	479	4	determinativ	+ine
3529	47A	1	determinativ, enkel	
3530	47B	1	determinativ, enkel	
3531	47C	1	determinativ, enkel	
3532	47D	1	determinativ, enkel	
3533	47E	1	determinativ, enkel	
3534	47F	1	determinativ, enkel	
3535	47G	1	determinativ, enkel	
3536	480	1	determinativ, enkel	
3537	481	1	determinativ, enkel	
3538	482	1	determinativ	
3539	482	2	determinativ	
3540	482	3	determinativ	t
3541	482	4	determinativ	e
3542	483	1	determinativ	++
3543	483	2	determinativ	++
3544	483	3	determinativ	+t
3545	483	4	determinativ	++e
3546	484	1	determinativ	+
3547	484	2	determinativ	+
3548	484	3	determinativ	+t
3549	484	4	determinativ	++e
3550	485	1	determinativ	-
3551	485	2	determinativ	-
3552	485	3	determinativ	t
3553	485	4	determinativ	me
3554	486	1	determinativ	
3555	486	2	determinativ	
3556	486	3	determinativ	t
3557	486	4	determinativ	-
3558	487	1	determinativ	noe
3559	487	2	determinativ	noe
3560	487	3	determinativ	-
3561	487	4	determinativ	noe
3562	488	1	determinativ	hvilken
3563	488	2	determinativ	hvilken
3564	488	3	determinativ	hvilket
3565	488	4	determinativ	hvilke
3566	489	1	determinativ	noen
3567	489	2	determinativ	noen
3568	489	3	determinativ	noe
3569	489	4	determinativ	noen
3570	48A	1	determinativ, enkel	
3571	48B	1	determinativ, enkel	
3572	48C	1	determinativ, enkel	
3573	48D	1	determinativ, enkel	
3574	48E	1	determinativ, enkel	
3575	48F	1	determinativ, enkel	
3576	490	1	determinativ	ingen
3577	490	2	determinativ	inga
3578	490	3	determinativ	intet
3579	490	4	determinativ	ingen
3580	490A	1	determinativ	ingen
3581	490A	2	determinativ	ingen
3582	490A	3	determinativ	intet
3583	490A	4	determinativ	ingen
3584	491	1	determinativ, <adj>	egen
3585	491	2	determinativ, <adj>	egen
3586	491	3	determinativ, <adj>	eget
3587	491	4	determinativ, <adj>	egne
3588	491	5	determinativ, <adj>	egne
3589	492	1	determinativ, <adj>	eigen
3590	492	2	determinativ, <adj>	eiga
3591	492	3	determinativ, <adj>	eige
3592	492	4	determinativ, <adj>	eigne
3593	492	5	determinativ, <adj>	eigne
3594	493	1	determinativ	all
3595	493	2	determinativ	all
3596	493	3	determinativ	alt
3597	493	4	determinativ	alle
3598	494	1	determinativ	annenhver
3599	494	2	determinativ	annenhver
3600	494	3	determinativ	annethvert
3601	494	4	determinativ	-
3602	495	1	determinativ	enhver
3603	495	2	determinativ	enhver
3604	495	3	determinativ	ethvert
3605	495	4	determinativ	-
3606	496	1	determinativ	n
3607	496	2	determinativ	i
3608	496	3	determinativ	tt
3609	496	4	determinativ	-
3610	497	1	determinativ	-
3611	497	2	determinativ	-
3612	497	3	determinativ	-
3613	497	4	determinativ	
3614	498	1	determinativ	-
3615	498	2	determinativ	-
3616	498	3	determinativ	-
3617	498	4	determinativ	
3618	499	1	determinativ	en
3619	499	2	determinativ	ei
3620	499	3	determinativ	et
3621	499	4	determinativ	-
3622	49A	1	determinativ, enkel	
3623	49B	1	determinativ, enkel	
3624	49C	1	determinativ	annen
3625	49C	2	determinativ	anna
3626	49C	3	determinativ	annet
3627	49C	4	determinativ	-
3628	49D	1	determinativ	annen
3629	49D	2	determinativ	annen
3630	49D	3	determinativ	annet
3631	49D	4	determinativ	-
3632	49E	1	determinativ, enkel	
3633	49F	1	determinativ, <adj>	annen
3634	49F	2	determinativ, <adj>	anna
3635	49F	3	determinativ, <adj>	annet
3636	49F	4	determinativ, <adj>	andre
3637	49F	5	determinativ, <adj>	andre
3638	49G	1	determinativ, <adj>	annen
3639	49G	2	determinativ, <adj>	annen
3640	49G	3	determinativ, <adj>	annet
3641	49G	4	determinativ, <adj>	andre
3642	49G	5	determinativ, <adj>	andre
3643	49H	1	determinativ, <adj>	annen
3644	49H	2	determinativ, <adj>	anna
3645	49H	3	determinativ, <adj>	anna
3646	49H	4	determinativ, <adj>	andre
3647	49H	5	determinativ, <adj>	andre
3648	49I	1	determinativ	én
3649	49I	2	determinativ	éi
3650	49I	3	determinativ	ett
3651	49I	4	determinativ	-
3652	49J	1	determinativ, enkel	
3653	49K	1	determinativ, enkel	
3654	49M	1	determinativ	mang en
3655	49M	2	determinativ	mang en
3656	49M	3	determinativ	mangt ett
3657	49M	4	determinativ	mange
3658	49N	1	determinativ	mang en
3659	49N	2	determinativ	mang ei
3660	49N	3	determinativ	mangt ett
3661	49N	4	determinativ	mange
3662	49P	1	determinativ	mang en
3663	49P	2	determinativ	mang en
3664	49P	3	determinativ	mangt et
3665	49P	4	determinativ	mange
3666	49Q	1	determinativ	mang en
3667	49Q	2	determinativ	mang ei
3668	49Q	3	determinativ	mangt et
3669	49Q	4	determinativ	mange
3670	500	1	adjektiv	
3671	500	2	adjektiv	e
3672	500	3	adjektiv	e
3673	500	4	adjektiv	t
3674	500	5	adjektiv	ere
3675	500	6	adjektiv	est
3676	500	7	adjektiv	este
3677	501	1	adjektiv	é
3678	501	2	adjektiv	ee
3679	501	3	adjektiv	ee
3680	501	4	adjektiv	é
3681	501	5	adjektiv	eere
3682	501	6	adjektiv	eest
3683	501	7	adjektiv	eeste
3684	502	1	adjektiv	
3685	502	2	adjektiv	e
3686	502	3	adjektiv	e
3687	502	4	adjektiv	tt
3688	502	5	adjektiv	ere
3689	502	6	adjektiv	est
3690	502	7	adjektiv	este
3691	503	1	adjektiv	é
3692	503	2	adjektiv	é
3693	503	3	adjektiv	é
3694	503	4	adjektiv	é
3695	503	5	adjektiv	eere
3696	503	6	adjektiv	eest
3697	503	7	adjektiv	eeste
3698	504	1	adjektiv	
3699	504	2	adjektiv	e
3700	504	3	adjektiv	e
3701	504	4	adjektiv	
3702	504	5	adjektiv	ere
3703	504	6	adjektiv	est
3704	504	7	adjektiv	este
3705	505	1	adjektiv	e
3706	505	2	adjektiv	ee
3707	505	3	adjektiv	e
3708	505	4	adjektiv	ee
3709	505	5	adjektiv	-
3710	505	6	adjektiv	-
3711	505	7	adjektiv	-
3712	506	1	adjektiv	
3713	506	2	adjektiv	
3714	506	3	adjektiv	
3715	506	4	adjektiv	tt
3716	506	5	adjektiv	ere
3717	506	6	adjektiv	est
3718	506	7	adjektiv	este
3719	506E	1	adjektiv	små
3720	506E	2	adjektiv	små
3721	506E	3	adjektiv	små
3722	506E	4	adjektiv	smått
3723	506E	5	adjektiv	mindre
3724	506E	6	adjektiv	minst
3725	506E	7	adjektiv	minste
3726	507	1	adjektiv	
3727	507	2	adjektiv	e
3728	507	3	adjektiv	e
3729	507	4	adjektiv	t
3730	507	5	adjektiv	-
3731	507	6	adjektiv	-
3732	507	7	adjektiv	-
3733	508	1	adjektiv	
3734	508	2	adjektiv	e
3735	508	3	adjektiv	e
3736	508	4	adjektiv	
3737	508	5	adjektiv	ere
3738	508	6	adjektiv	st
3739	508	7	adjektiv	ste
3740	509	1	adjektiv	é
3741	509	2	adjektiv	ee
3742	509	3	adjektiv	ee
3743	509	4	adjektiv	é
3744	509	5	adjektiv	-
3745	509	6	adjektiv	-
3746	509	7	adjektiv	-
3747	510	1	adjektiv	
3748	510	2	adjektiv	e
3749	510	3	adjektiv	e
3750	510	4	adjektiv	t
3751	510	5	adjektiv	re
3752	510	6	adjektiv	st
3753	510	7	adjektiv	ste
3754	511	1	adjektiv	
3755	511	2	adjektiv	e
3756	511	3	adjektiv	e
3757	511	4	adjektiv	tt
3758	511	5	adjektiv	-
3759	511	6	adjektiv	-
3760	511	7	adjektiv	-
3761	512	1	adjektiv	
3762	512	2	adjektiv	
3763	512	3	adjektiv	
3764	512	4	adjektiv	
3765	512	5	adjektiv	ere
3766	512	6	adjektiv	est
3767	512	7	adjektiv	este
3768	513	1	adjektiv	
3769	513	2	adjektiv	
3770	513	3	adjektiv	
3771	513	4	adjektiv	
3772	513	5	adjektiv	-
3773	513	6	adjektiv	-
3774	513	7	adjektiv	-
3775	514	1	adjektiv	
3776	514	2	adjektiv	
3777	514	3	adjektiv	
3778	514	4	adjektiv	
3779	514	5	adjektiv	re
3780	514	6	adjektiv	st
3781	514	7	adjektiv	ste
3782	515	1	adjektiv	
3783	515	2	adjektiv	
3784	515	3	adjektiv	
3785	515	4	adjektiv	
3786	515	5	adjektiv	-
3787	515	6	adjektiv	-
3788	515	7	adjektiv	-
3789	516	1	adjektiv	-
3790	516	2	adjektiv	-
3791	516	3	adjektiv	-
3792	516	4	adjektiv	-
3793	516	5	adjektiv	-
3794	516	6	adjektiv	
3795	516	7	adjektiv	e
3796	517	1	adjektiv	é
3797	517	2	adjektiv	é
3798	517	3	adjektiv	é
3799	517	4	adjektiv	é
3800	517	5	adjektiv	-
3801	517	6	adjektiv	-
3802	517	7	adjektiv	-
3803	518	1	adjektiv	
3804	518	2	adjektiv	e
3805	518	3	adjektiv	e
3806	518	4	adjektiv	
3807	518	5	adjektiv	-
3808	518	6	adjektiv	-
3809	518	7	adjektiv	-
3810	519	1	adjektiv	-
3811	519	2	adjektiv	-
3812	519	3	adjektiv	-
3813	519	4	adjektiv	-
3814	519	5	adjektiv	verre
3815	519	6	adjektiv	verst
3816	519	7	adjektiv	verste
3817	520	1	adjektiv	e
3818	520	2	adjektiv	e
3819	520	3	adjektiv	e
3820	520	4	adjektiv	t
3821	520	5	adjektiv	ere
3822	520	6	adjektiv	est
3823	520	7	adjektiv	este
3824	521	1	adjektiv	
3825	521	2	adjektiv	
3826	521	3	adjektiv	
3827	521	4	adjektiv	tt
3828	521	5	adjektiv	-
3829	521	6	adjektiv	-
3830	521	7	adjektiv	-
3831	522	1	adjektiv	+
3832	522	2	adjektiv	+e
3833	522	3	adjektiv	+e
3834	522	4	adjektiv	t
3835	522	5	adjektiv	+ere
3836	522	6	adjektiv	+est
3837	522	7	adjektiv	+este
3838	523	1	adjektiv	+
3839	523	2	adjektiv	+e
3840	523	3	adjektiv	+e
3841	523	4	adjektiv	t
3842	523	5	adjektiv	-
3843	523	6	adjektiv	-
3844	523	7	adjektiv	-
3845	524	1	adjektiv	++
3846	524	2	adjektiv	++e
3847	524	3	adjektiv	++e
3848	524	4	adjektiv	+t
3849	524	5	adjektiv	++ere
3850	524	6	adjektiv	++est
3851	524	7	adjektiv	++este
3852	526	1	adjektiv	i+
3853	526	2	adjektiv	i+e
3854	526	3	adjektiv	i+e
3855	526	4	adjektiv	++
3856	526	5	adjektiv	i+ere
3857	526	6	adjektiv	i+est
3858	526	7	adjektiv	i+este
3859	527	1	adjektiv	e
3860	527	2	adjektiv	e
3861	527	3	adjektiv	e
3862	527	4	adjektiv	t
3863	527	5	adjektiv	-
3864	527	6	adjektiv	-
3865	527	7	adjektiv	-
3866	528	1	adjektiv	++
3867	528	2	adjektiv	++e
3868	528	3	adjektiv	++e
3869	528	4	adjektiv	+t
3870	528	5	adjektiv	-
3871	528	6	adjektiv	-
3872	528	7	adjektiv	-
3873	529	1	adjektiv	i+
3874	529	2	adjektiv	i+e
3875	529	3	adjektiv	i+e
3876	529	4	adjektiv	++
3877	529	5	adjektiv	-
3878	529	6	adjektiv	-
3879	529	7	adjektiv	-
3880	530	1	adjektiv	et
3881	530	2	adjektiv	ne
3882	530	3	adjektiv	ne
3883	530	4	adjektiv	et
3884	530	5	adjektiv	nere
3885	530	6	adjektiv	nest
3886	530	7	adjektiv	neste
3887	531	1	adjektiv	et
3888	531	2	adjektiv	ne
3889	531	3	adjektiv	ne
3890	531	4	adjektiv	et
3891	531	5	adjektiv	-
3892	531	6	adjektiv	-
3893	531	7	adjektiv	-
3894	532	1	adjektiv	++et
3895	532	2	adjektiv	+ne
3896	532	3	adjektiv	+ne
3897	532	4	adjektiv	++et
3898	532	5	adjektiv	+nere
3899	532	6	adjektiv	+nest
3900	532	7	adjektiv	+neste
3901	533	1	adjektiv	++et
3902	533	2	adjektiv	+ne
3903	533	3	adjektiv	+ne
3904	533	4	adjektiv	++et
3905	533	5	adjektiv	-
3906	533	6	adjektiv	-
3907	533	7	adjektiv	-
3908	534	1	adjektiv	et
3909	534	2	adjektiv	ede
3910	534	3	adjektiv	ede
3911	534	4	adjektiv	et
3912	534	5	adjektiv	etere
3913	534	6	adjektiv	etest
3914	534	7	adjektiv	eteste
3915	535	1	adjektiv	et
3916	535	2	adjektiv	ede
3917	535	3	adjektiv	ede
3918	535	4	adjektiv	et
3919	535	5	adjektiv	-
3920	535	6	adjektiv	-
3921	535	7	adjektiv	-
3922	540	1	adjektiv	en
3923	540	2	adjektiv	ne
3924	540	3	adjektiv	ne
3925	540	4	adjektiv	et
3926	540	5	adjektiv	nere
3927	540	6	adjektiv	nest
3928	540	7	adjektiv	neste
3929	541	1	adjektiv	en
3930	541	2	adjektiv	ne
3931	541	3	adjektiv	ne
3932	541	4	adjektiv	et
3933	541	5	adjektiv	-
3934	541	6	adjektiv	-
3935	541	7	adjektiv	-
3936	542	1	adjektiv	en
3937	542	2	adjektiv	te
3938	542	3	adjektiv	te
3939	542	4	adjektiv	et
3940	542	5	adjektiv	nere
3941	542	6	adjektiv	nest
3942	542	7	adjektiv	neste
3943	543	1	adjektiv	en
3944	543	2	adjektiv	te
3945	543	3	adjektiv	te
3946	543	4	adjektiv	et
3947	543	5	adjektiv	-
3948	543	6	adjektiv	-
3949	543	7	adjektiv	-
3950	544	1	adjektiv	en
3951	544	2	adjektiv	ne
3952	544	3	adjektiv	ne
3953	544	4	adjektiv	ent
3954	544	5	adjektiv	nere
3955	544	6	adjektiv	nest
3956	544	7	adjektiv	neste
3957	545	1	adjektiv	en
3958	545	2	adjektiv	ne
3959	545	3	adjektiv	ne
3960	545	4	adjektiv	ent
3961	545	5	adjektiv	-
3962	545	6	adjektiv	-
3963	545	7	adjektiv	-
3964	546	1	adjektiv	++en
3965	546	2	adjektiv	+ne
3966	546	3	adjektiv	+ne
3967	546	4	adjektiv	++et
3968	546	5	adjektiv	+nere
3969	546	6	adjektiv	+nest
3970	546	7	adjektiv	+neste
3971	547	1	adjektiv	++en
3972	547	2	adjektiv	+ne
3973	547	3	adjektiv	+ne
3974	547	4	adjektiv	++et
3975	547	5	adjektiv	-
3976	547	6	adjektiv	-
3977	547	7	adjektiv	-
3978	548	1	adjektiv	en
3979	548	2	adjektiv	ne
3980	548	3	adjektiv	ne
3981	548	4	adjektiv	en
3982	548	5	adjektiv	nere
3983	548	6	adjektiv	nest
3984	548	7	adjektiv	neste
3985	549	1	adjektiv	en
3986	549	2	adjektiv	ne
3987	549	3	adjektiv	ne
3988	549	4	adjektiv	en
3989	549	5	adjektiv	-
3990	549	6	adjektiv	-
3991	549	7	adjektiv	-
3992	560	1	adjektiv	e%
3993	560	2	adjektiv	%e
3994	560	3	adjektiv	%e
3995	560	4	adjektiv	e%t
3996	560	5	adjektiv	%ere
3997	560	6	adjektiv	%est
3998	560	7	adjektiv	%este
3999	561	1	adjektiv	e%
4000	561	2	adjektiv	%e
4001	561	3	adjektiv	%e
4002	561	4	adjektiv	e%t
4003	561	5	adjektiv	-
4004	561	6	adjektiv	-
4005	561	7	adjektiv	-
4006	562	1	adjektiv	++e%
4007	562	2	adjektiv	+%e
4008	562	3	adjektiv	+%e
4009	562	4	adjektiv	++e%t
4010	562	5	adjektiv	+%ere
4011	562	6	adjektiv	+%est
4012	562	7	adjektiv	+%este
4013	563	1	adjektiv	++e%
4014	563	2	adjektiv	+%e
4015	563	3	adjektiv	+%e
4016	563	4	adjektiv	++e%t
4017	563	5	adjektiv	-
4018	563	6	adjektiv	-
4019	563	7	adjektiv	-
4020	570	1	adjektiv	+
4021	570	2	adjektiv	++e
4022	570	3	adjektiv	++e
4023	570	4	adjektiv	+t
4024	570	5	adjektiv	++ere
4025	570	6	adjektiv	++est
4026	570	7	adjektiv	++este
4027	571	1	adjektiv	+
4028	571	2	adjektiv	++e
4029	571	3	adjektiv	++e
4030	571	4	adjektiv	+t
4031	571	5	adjektiv	-
4032	571	6	adjektiv	-
4033	571	7	adjektiv	-
4034	572	1	adjektiv	+
4035	572	2	adjektiv	++e
4036	572	3	adjektiv	++e
4037	572	4	adjektiv	+
4038	572	5	adjektiv	++ere
4039	572	6	adjektiv	++est
4040	572	7	adjektiv	++este
4041	573	1	adjektiv	+
4042	573	2	adjektiv	++e
4043	573	3	adjektiv	++e
4044	573	4	adjektiv	+
4045	573	5	adjektiv	-
4046	573	6	adjektiv	-
4047	573	7	adjektiv	-
4048	574	1	adjektiv	+
4049	574	2	adjektiv	++e
4050	574	3	adjektiv	++e
4051	574	4	adjektiv	+t
4052	574	5	adjektiv	++ere
4053	574	6	adjektiv	+st
4054	574	7	adjektiv	+ste
4055	575	1	adjektiv	is
4056	575	2	adjektiv	se
4057	575	3	adjektiv	se
4058	575	4	adjektiv	ist
4059	575	5	adjektiv	isere
4060	575	6	adjektiv	isest
4061	575	7	adjektiv	iseste
4062	576	1	adjektiv	is
4063	576	2	adjektiv	se
4064	576	3	adjektiv	se
4065	576	4	adjektiv	ist
4066	576	5	adjektiv	-
4067	576	6	adjektiv	-
4068	576	7	adjektiv	-
4069	600	1	adjektiv	lang
4070	600	2	adjektiv	lange
4071	600	3	adjektiv	lange
4072	600	4	adjektiv	langt
4073	600	5	adjektiv	lengre
4074	600	6	adjektiv	lengst
4075	600	7	adjektiv	lengste
4076	601	1	adjektiv	lang
4077	601	2	adjektiv	lange
4078	601	3	adjektiv	lange
4079	601	4	adjektiv	langt
4080	601	5	adjektiv	lenger
4081	601	6	adjektiv	lengst
4082	601	7	adjektiv	lengste
4083	602	1	adjektiv	stor
4084	602	2	adjektiv	store
4085	602	3	adjektiv	store
4086	602	4	adjektiv	stort
4087	602	5	adjektiv	større
4088	602	6	adjektiv	størst
4089	602	7	adjektiv	største
4090	604	1	adjektiv	god
4091	604	2	adjektiv	gode
4092	604	3	adjektiv	gode
4093	604	4	adjektiv	godt
4094	604	5	adjektiv	bedre
4095	604	6	adjektiv	best
4096	604	7	adjektiv	beste
4097	605	1	adjektiv	ond
4098	605	2	adjektiv	onde
4099	605	3	adjektiv	onde
4100	605	4	adjektiv	ondt
4101	605	5	adjektiv	verre
4102	605	6	adjektiv	verst
4103	605	7	adjektiv	verste
4104	606	1	adjektiv	ond
4105	606	2	adjektiv	onde
4106	606	3	adjektiv	onde
4107	606	4	adjektiv	ondt
4108	606	5	adjektiv	erre
4109	606	6	adjektiv	erst
4110	606	7	adjektiv	erste
4111	607	1	adjektiv	ille
4112	607	2	adjektiv	ille
4113	607	3	adjektiv	ille
4114	607	4	adjektiv	ille
4115	607	5	adjektiv	verre
4116	607	6	adjektiv	verst
4117	607	7	adjektiv	verste
4118	608	1	adjektiv	grov
4119	608	2	adjektiv	grove
4120	608	3	adjektiv	grove
4121	608	4	adjektiv	grovt
4122	608	5	adjektiv	grovere
4123	608	6	adjektiv	grøvst
4124	608	7	adjektiv	grøvste
4125	610	1	adjektiv	-
4126	610	2	adjektiv	mange
4127	610	3	adjektiv	-
4128	610	4	adjektiv	-
4129	610	5	adjektiv	flere
4130	610	6	adjektiv	flest
4131	610	7	adjektiv	fleste
4132	611	1	adjektiv	-
4133	611	2	adjektiv	mange
4134	611	3	adjektiv	-
4135	611	4	adjektiv	-
4136	611	5	adjektiv	fler
4137	611	6	adjektiv	flest
4138	611	7	adjektiv	fleste
4139	612	1	adjektiv	u+%
4140	612	2	adjektiv	u+%e
4141	612	3	adjektiv	u+%e
4142	612	4	adjektiv	u+%t
4143	612	5	adjektiv	y+%re
4144	612	6	adjektiv	y+%st
4145	612	7	adjektiv	y+%ste
4146	620	1	adjektiv	gammel
4147	620	2	adjektiv	gamle
4148	620	3	adjektiv	gamle
4149	620	4	adjektiv	gammelt
4150	620	5	adjektiv	eldre
4151	620	6	adjektiv	eldst
4152	620	7	adjektiv	eldste
4153	621	1	adjektiv	gammal
4154	621	2	adjektiv	gamle
4155	621	3	adjektiv	gamle
4156	621	4	adjektiv	gammalt
4157	621	5	adjektiv	eldre
4158	621	6	adjektiv	eldst
4159	621	7	adjektiv	eldste
4160	622	1	adjektiv	
4161	622	2	adjektiv	e
4162	622	3	adjektiv	e
4163	622	4	adjektiv	t
4164	622	5	adjektiv	mere
4165	622	6	adjektiv	mest
4166	622	7	adjektiv	meste
4167	623	1	adjektiv	gammal
4168	623	2	adjektiv	gamle
4169	623	3	adjektiv	gamle
4170	623	4	adjektiv	gammalt
4171	623	5	adjektiv	-
4172	623	6	adjektiv	-
4173	623	7	adjektiv	-
4174	624	1	adjektiv	gammel
4175	624	2	adjektiv	gamle
4176	624	3	adjektiv	gamle
4177	624	4	adjektiv	gammelt
4178	624	5	adjektiv	-
4179	624	6	adjektiv	-
4180	624	7	adjektiv	-
4181	630	1	adjektiv	mye
4182	630	2	adjektiv	mye
4183	630	3	adjektiv	mye
4184	630	4	adjektiv	mye
4185	630	5	adjektiv	mer
4186	630	6	adjektiv	mest
4187	630	7	adjektiv	meste
4188	631	1	adjektiv	-
4189	631	2	adjektiv	-
4190	631	3	adjektiv	-
4191	631	4	adjektiv	-
4192	631	5	adjektiv	er
4193	631	6	adjektiv	est
4194	631	7	adjektiv	este
4195	632	1	adjektiv	-
4196	632	2	adjektiv	få
4197	632	3	adjektiv	-
4198	632	4	adjektiv	-
4199	632	5	adjektiv	færre
4200	632	6	adjektiv	færrest
4201	632	7	adjektiv	færreste
4202	640	1	adjektiv, adverbtype	lenge
4203	640	2	adjektiv, adverbtype	lengre
4204	640	3	adjektiv, adverbtype	lengst
4205	641	1	adjektiv, adverbtype	
4206	641	2	adjektiv, adverbtype	ere
4207	641	3	adjektiv, adverbtype	est
4208	642	1	adjektiv, adverbtype	lenge
4209	642	2	adjektiv, adverbtype	lenger
4210	642	3	adjektiv, adverbtype	lengst
4211	643	1	adjektiv, adverbtype	
4212	643	2	adjektiv, adverbtype	re
4213	643	3	adjektiv, adverbtype	st
4214	644	1	adjektiv, adverbtype	gjerne
4215	644	2	adjektiv, adverbtype	heller
4216	644	3	adjektiv, adverbtype	helst
4217	645	1	adjektiv, adverbtype	titt
4218	645	2	adjektiv, adverbtype	tiere
4219	645	3	adjektiv, adverbtype	tiest
4220	646	1	adjektiv, adverbtype	
4221	646	2	adjektiv, adverbtype	mere
4222	646	3	adjektiv, adverbtype	mest
4223	647	1	adjektiv, adverbtype	langt
4224	647	2	adjektiv, adverbtype	lenger
4225	647	3	adjektiv, adverbtype	lengst
4226	648	1	adjektiv, adverbtype	
4227	648	2	adjektiv, adverbtype	ere
4228	648	3	adjektiv, adverbtype	st
4229	649	1	adjektiv, adverbtype	t
4230	649	2	adjektiv, adverbtype	ere
4231	649	3	adjektiv, adverbtype	est
4232	650	1	adjektiv	-
4233	650	2	adjektiv	-
4234	650	3	adjektiv	-
4235	650	4	adjektiv	-
4236	650	5	adjektiv	re
4237	650	6	adjektiv	erst
4238	650	7	adjektiv	erste
4239	652	1	adjektiv	-
4240	652	2	adjektiv	-
4241	652	3	adjektiv	-
4242	652	4	adjektiv	-
4243	652	5	adjektiv	re
4244	652	6	adjektiv	st
4245	652	7	adjektiv	ste
4246	654	1	adjektiv	-
4247	654	2	adjektiv	-
4248	654	3	adjektiv	-
4249	654	4	adjektiv	-
4250	654	5	adjektiv	re
4251	654	6	adjektiv	terst
4252	654	7	adjektiv	terste
4253	655	1	adjektiv	-
4254	655	2	adjektiv	-
4255	655	3	adjektiv	-
4256	655	4	adjektiv	-
